candidate id (if applicable),committee id,committee name,filing frequency,Election year (if applicable),committee type,committee designation,filing start date,filing end date,total disbursements,new loans,outstanding loans,total receipts,cash on hand close of period,contributions from party committees,contributions from other committees,Transfers received from other affiliated or authorized committees,Individual Itemized Contribution,Individual Unitemized Contribution,Contributions from the candidate (candidate committees only),Sum of loans from the candidate,Sum of loans from other sources
,C00409979,DYNCORP INTERNATIONAL LLC POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,17500.00,,,13501.51,85911.89,,,,8577.33,4924.18,,,
,C00034827,EATON CORPORATION PUBLIC POLICY ASSOCIATION,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,1144.76,,,7670.20,190789.90,,,,3432.54,4124.88,,,
S2TN00058,C00383745,ALEXANDER FOR SENATE 2020 INC,Quarterly,2016,Senate,Principal Committee of Candidate,2015-04-01,2015-06-30,22029.00,,,52345.00,173419.00,,17000.00,,6000.00,,,,
H4NJ02140,C00551309,HUGHES FOR CONGRESS,Quarterly,2016,House,Principal Committee of Candidate,2015-01-01,2015-03-31,12806.91,,50000.00,1000.00,2324.96,,,,1000.00,,,,
,C00459289,EHEALTH INC. POLITICAL ACTION COMMITTEE (EHEALTH PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-01-31,,,,3826.99,127325.68,,,,704.36,3122.63,,,
,C00326009,ELECTRIC POWER SUPPLY ASSOCIATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,,,,,38553.57,,,,,,,,
,C00082792,ELI LILLY AND COMPANY POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-01-31,1200.00,,,83477.87,907443.31,,,,7912.82,75505.35,,,
,C00258236,"EMD SERONO, INC. POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-01-31,,,,8579.67,53635.64,,,,985.29,7594.38,,,
,C00388470,EMERGENCY DEPARTMENT PRACTICE MANAGEMENT ASSOCIATION PAC (EDPMA-PAC),Monthly,2016,PAC,Unauthorized,2015-03-01,2015-03-31,19.11,,,,25711.27,,,,,,,,
,C00193433,EMILY'S LIST,Monthly,2016,PAC,Unauthorized,2015-02-01,2015-02-28,1592674.38,,,1261311.78,2534980.44,2500.00,18250.00,,692680.31,535241.61,,,
H0TX12147,C00547471,MARK GREENE FOR CONGRESS CAMPAIGN COMMITTEE,Quarterly,2016,House,Principal Committee of Candidate,2015-04-01,2015-06-30,,,,,,,,,,,,,
,C00478685,ENERGY LEADERS FEDERAL POLITICAL ACTION COMMITTEE OF ENERGY FUTURE HOLDINGS CORP,Monthly,2016,PAC,Unauthorized,2015-02-01,2015-02-28,,,,,15027.33,,,,,,,,
,C00438754,ENERGY TRANSFER EMPLOYEE MANAGEMENT COMPANY PAC (ENERGY TRANSFER PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-01-31,2029.95,,,26703.97,151097.06,,,,3206.51,23497.46,,,
S0AR00028,C00366401,MARK PRYOR FOR US SENATE,Quarterly,2016,Senate,Principal Committee of Candidate,2015-04-01,2015-06-30,8767.00,,,1717.00,33334.00,,,,,,,,
,C00379784,ENPRO INDUSTRIES INC POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,1000.00,,,2380.00,55280.65,,,,840.00,1540.00,,,
,C00363879,ENTERGY CORPORATION POLITICAL ACTION COMMITTEE (ENPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,31679.21,,,51042.91,512785.62,,,,34260.40,16466.71,,,
,C00496752,ENTERPRISE PRODUCTS PARTNERS L.P. POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-03-01,2015-03-31,5214.70,,,4876.98,147573.47,,,,4636.98,240.00,,,
,C00442020,ENVIRONMENT AMERICA VOTER ACTION,Monthly,2016,PAC,Unauthorized,2015-01-01,2015-01-31,27.44,,,16.00,224585.91,,,,,16.00,,,
,C00442020,ENVIRONMENT AMERICA VOTER ACTION,Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,0.69,,,16.00,219106.07,,,,,16.00,,,
,C00439216,ENTERTAINMENT SOFTWARE ASSOCIATION PAC (ESA PAC),Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,,,,5800.00,18410.03,,5000.00,,670.00,130.00,,,
,C00132282,EQUIPMENT LEASING AND FINANCE ASSN PAC (LEASEPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,9000.00,,,14219.02,193506.35,,,,11951.00,2268.02,,,
,C00151175,EQT CORPORATION PAC,Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,27250.00,,,16803.57,97768.00,,,,14933.37,1870.20,,,
,C00227744,ERNST & YOUNG POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,66084.90,,,4883.35,1474051.34,,,,4683.35,200.00,,,
,C00141002,EXELIS EMPLOYEES PAC / HARRIS CORPORATION,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,9500.00,,,5693.39,198223.71,,,,3669.66,1989.14,,,
H2CA46123,C00516443,JOHN CULLUM FOR CONGRESS,Quarterly,2016,House,Principal Committee of Candidate,2015-01-01,2015-03-31,41.17,,1000.00,,45.21,,,,,,,,
H8IL21021,C00238444,COSTELLO FOR CONGRESS COMMITTEE,Quarterly,2016,House,Principal Committee of Candidate,2015-01-01,2015-03-31,19474.25,,,482.11,1152877.50,,,,,,,,
H2CT02112,C00410233,COURTNEY FOR CONGRESS,Quarterly,2016,House,Principal Committee of Candidate,2015-01-01,2015-03-31,50611.46,,,102648.54,627258.45,,59000.00,,26300.00,11054.15,,,
,C00365072,EXPRESS SCRIPTS INC. POLITICAL FUND (A/K/A EXPRESS SCRIPTS PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,83000.00,,,41174.72,135681.54,,,,30654.23,10520.49,,,
,C00514026,F.N.B. CORPORATION PAC,Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,750.00,,,3686.00,110261.98,,,,,3686.00,,,
,C00519033,FAIR SHARE ALLIANCE INC PAC (FAIR SHARE ALLIANCE PAC),Monthly,2016,PAC,Unauthorized,2015-01-01,2015-01-31,,,,,,,,,,,,,
,C00146605,FARMERS' RICE COOPERATIVE FUND,Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,235.06,,,4332.00,43803.42,,,,2700.00,1632.00,,,
H0CA27085,C00343871,SCHIFF FOR CONGRESS,Quarterly,2016,House,Principal Committee of Candidate,2015-04-01,2015-06-30,116217.53,,,92770.74,2073400.46,,35500.00,,52600.00,1682.33,,,
,C00410720,FEDERAL HOME LOAN BANK OF TOPEKA PAC,Monthly,2016,PAC,Unauthorized,2015-03-01,2015-03-31,,,,4351.66,24884.76,,,,3796.66,555.00,,,
,C00002261,FEDERATION OF AMERICAN HOSPITALS PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-02-01,2015-02-28,8764.88,,,12585.80,134707.57,,,,11634.10,672.34,,,
,C00068692,FEDEXPAC          FEDERAL EXPRESS POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-02-01,2015-02-28,103450.00,,,115930.90,487183.80,,,,32767.70,83141.78,,,
S6OH00254,C00573212,STRICKLAND FOR SENATE,Quarterly,2016,Senate,Principal Committee of Candidate,2015-04-01,2015-06-30,472036.00,,,1038255.00,1214754.00,46800.00,147600.00,,655088.00,184105.00,2700.00,,
,C00162735,FINANCIAL SERVICES POLITICAL COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-02-01,2015-02-28,250.00,,,40000.18,44466.34,,,,40000.00,,,,
,C00531822,FIRST PRINCIPLES FUND,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,10614.89,,,15000.00,19820.02,,,,15000.00,,,,
,C00455733,FLAGSTAR BANK FEDERAL PAC,Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,,,,2937.60,41500.16,,,,566.40,2371.20,,,
,C00378166,FISERV CORP. PAC,Termination report,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-04-30,7475.14,,,288.11,,,,,,,,,
,C00131607,FLORIDA CITRUS MUTUAL POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-02-01,2015-02-28,9500.00,,,,10200.61,,,,,,,,
,C00296624,FLORIDA CRYSTALS CORPORATION PAC (FLORIDA CRYSTALS PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-02-01,2015-02-28,,,,,4662.94,,,,,,,,
,C00012328,FLORIDA SUGAR CANE LEAGUE PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,22000.00,,,26100.00,26235.06,,,,25900.00,200.00,,,
,C00033555,FLOWERS INDUSTRIES INC POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Unauthorized,2015-03-01,2015-03-31,,,,8864.37,96319.35,,,,96.15,8764.75,,,
,C00034132,FLUOR CORPORATION POLITICAL ACTION COMMITTEE (FLUOR PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-02-01,2015-02-28,1748.56,,,82059.88,192593.66,,,,78090.44,3969.44,,,
,C00033704,FMC CORPORATION GOOD GOVERNMENT PROGRAM,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-02-01,2015-02-28,5000.00,,,5086.82,28695.56,,,,1970.12,3116.70,,,
,C00105338,"FOLEY & LARDNER POLITICAL FUND, INC.",Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-01-31,4101.80,,,4561.00,71830.42,,,,615.00,3946.00,,,
,C00014555,FOOD MARKETING INSTITUTE POLITICAL ACTION COMMITTEE FOODPAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,19125.76,,,5094.43,212180.08,,,,4083.34,1011.09,,,
,C00417097,FOOTHILL COMMUNITY DEMOCRATS,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,329.00,,,210.00,712.64,,,,,210.00,,,
,C00571943,FOSTERING PROGRESS PAC,Quarterly,2016,PAC,Leadership PAC,2015-01-01,2015-03-31,907.71,,,60000.00,59092.29,,,,60000.00,,,,
,C00410068,FRATERNITY & SORORITY POLITICAL ACTION COMMITTEE,Monthly,2016,Hybrid super PAC,Unauthorized,2015-01-01,2015-01-31,4479.25,,,25525.00,130854.41,,,,23050.00,1475.00,,,
,C00570507,FREE SPEECH MATTERS,Termination report,2016,Hybrid super PAC,Unauthorized,2015-01-01,2015-03-31,25.35,,,15.00,116.73,,,,,15.00,,,
,C00437061,FREEDOM AND SECURITY PAC,Monthly,2016,PAC,Leadership PAC,2015-04-01,2015-04-30,34589.78,,,15000.00,23964.35,,13500.00,,1500.00,,,,
,C00290304,FREEDOM'S HERITAGE FORUM,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,,,,,5161.00,,,,,,,,
,C00320101,FREEPORT-MCMORAN INC. CITIZENSHIP COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-01-31,,,,4738.37,91143.96,,,,708.34,4030.03,,,
,C00401299,FRESENIUS MEDICAL CARE NORTH AMERICA PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,22192.45,,,12388.94,35061.27,,,,7501.77,4887.17,,,
,C00472514,"FRIENDS AND EMPLOYEES OF POLYENGINEERING, INC. POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,,,,,60.00,,,,,,,,
,C00141747,FRIENDS OF ISRAEL POLITICAL ACTION COMMITTEE - FIPAC,Monthly,2016,PAC,Unauthorized,2015-03-01,2015-03-31,5480.35,,,75.00,29694.70,,,,,75.00,,,
,C00545665,FRIENDS OF WEST MICHIGAN BUSINESS FEDERAL PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,,,,,,,,,,,,,
,C00569483,FTS INTERNATIONAL INC FEDERAL PAC,Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,,,,,,,,,,,,,
,C00388934,FUND FOR AMERICAS FUTURE,Monthly,2016,PAC,Leadership PAC,2015-01-01,2015-01-31,10982.63,,,8522.04,29753.38,,7500.00,1022.04,,,,,
,C00269407,FUTURE LEADERS POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Leadership PAC,2015-02-01,2015-02-28,160.00,,,,26242.41,,,,,,,,
,C00199257,GENENTECH INC. POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-01-31,228.51,,,31295.43,205207.05,,,,3437.51,27857.92,,,
,C00215285,GENERAL ATOMICS POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-02-01,2015-02-28,19000.00,,,15763.48,69289.41,,,,11239.46,4524.02,,,
,C00078451,GENERAL DYNAMICS CORPORATION POLITICAL ACTION COMMITTEE (GDC PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,43098.70,,,70750.26,343679.36,,,,30595.00,40155.26,,,
,C00024869,GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,192624.57,,,126046.15,74877.01,,,,53397.96,72616.65,,,
,C00345355,GENERAL GROWTH PROPERTIES INC. PAC,Monthly,2016,PAC,Unauthorized,2015-03-01,2015-03-31,,,,7500.00,30234.72,,,,7500.00,,,,
,C00062646,GENERAL MILLS INC. POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,26005.50,,,11883.18,143728.88,,,,8005.38,3877.80,,,
,C00556282,GEORGIA GROUP FEDERAL PAC INC,Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,,,,,2450.12,,,,,,,,
,C00567263,GERDAU PAC,Monthly,2016,PAC,Unauthorized,2015-03-01,2015-03-31,1000.00,,,4334.00,19200.61,,,,1904.00,2430.00,,,
,C00340885,GIBSON AND SHARPS PSC POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,,,,108.00,15938.00,,,,,108.00,,,
,C00373910,GLOBAL BUSINESS TRAVEL ASSOCIATION PAC (BUSINESS TRAVEL PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,1226.64,,,5775.00,121331.69,,,,2800.00,2975.00,,,
,C00035691,HALLIBURTON COMPANY PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,10750.00,,,34311.76,215135.65,,,,25112.17,9155.98,,,
,C00103903,"HDR, INC. PAC ",Monthly,2016,PAC,Unauthorized,2015-01-01,2015-01-31,16400.00,,,56044.93,570368.38,,,,1350.00,54591.05,,,
,C00247569,HEALTHCARE DISTRIBUTION MANAGEMENT ASSOCIATION POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-01-31,7500.00,,,7755.10,44032.56,,5000.00,,2048.00,707.10,,,
,C00385179,HORIZON LINES LLC ASSOCIATES GOOD GOV'T FUND (HORIZON LINES ASSOCIATES GOOD GOV'T FUND),Termination report,2016,PAC,Lobbyist/Registrant PAC,2015-02-01,2015-02-28,-1000.00,,,1033.66,27318.44,,,,139.58,894.08,,,
,C00499657,AMERICAN INDEPENDENT ENERGY PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-06-30,7153.36,,,200.00,14907.63,,,,,200.00,,,
,C00408120,AMERICAN MEDICAL GROUP ASSOCIATION PAC,Monthly,2016,PAC,Unauthorized,2015-06-01,2015-06-30,334.02,,,6250.00,95883.54,,,,6250.00,,,,
,C00264689,ILLINOIS POLITICAL ACTIVE LETTER CARRIERS,Monthly,2016,PAC,Unauthorized,2015-05-01,2015-05-31,691.00,,,15695.33,94470.87,,,,7516.88,8178.45,,,
,C00046086,INSTITUTE OF SCRAP RECYCLING INDUSTRIES INC. POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,3554.10,,,16300.00,31034.68,,,,13200.00,3100.00,,,
,C00005157,INTERNATIONAL BROTHERHOOD OF BOILERMAKERS CAMPAIGN ASSISTANCE FUND,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,3227.45,,,23193.00,216530.24,,,,2445.00,20748.00,,,
,C00217638,INTERNATIONAL COUNCIL OF SHOPPING CENTERS INC POLITICAL ACTION COMMITTEE (ICSC PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,,,,112750.00,196003.32,,5000.00,,98850.00,8900.00,,,
S4AR00103,C00499988,COTTON FOR SENATE,Quarterly,2016,Senate,Principal Committee of Candidate,2015-01-01,2015-03-31,256642.00,,330134.00,260307.00,77571.00,,94500.00,8406.00,15574.00,141826.00,,,
,C00161190,INTERNATIONAL WOOD PRODUCTS ASSOCIATION,Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,1008.69,,,1000.00,85516.00,,,,1000.00,,,,
,C00394650,JBS USA LLC PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,,,,1525.64,26000.19,,,,799.68,725.96,,,
H4RI01133,C00571067,"RUSSELL TAUB FOR CONGRESS, INC",Quarterly,2016,House,Principal Committee of Candidate,2014-12-08,2015-03-31,15148.51,,,18987.59,3809.18,,,,13446.00,4616.59,925.00,,
S4NJ00201,C00545939,RUSH HOLT FOR SENATE,Quarterly,2016,Senate,Principal Committee of Candidate,2015-01-01,2015-03-31,21.00,,,,3299.00,,,,,,,,
,C00417139,KB HOME AMERICAN DREAM PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-01-31,,,,11.29,157127.35,,,,,,,,
,C00062836,KENTUCKY BANKERS POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,28227.99,,,23026.98,413480.16,,,,9250.00,13776.98,,,
H0PA06076,C00554899,RYAN COSTELLO FOR CONGRESS,Quarterly,2016,House,Principal Committee of Candidate,2015-01-01,2015-03-31,89673.93,,,217580.31,250066.37,,161692.31,,53500.00,2080.00,,,
S8NJ00285,C00557447,SABRIN FOR SENATE 2014,Termination report,2016,Senate,Principal Committee of Candidate,2015-01-01,2015-03-31,538.00,,23500.00,50.00,243.00,,,,50.00,,,,
,C00397851,CENTENE CORPORATION POLITICAL ACTION COMMITTEE (CENTENE PAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,7730.97,,,47910.82,644067.12,,,,39348.74,8562.08,,,
S4CO00163,C00397679,SALAZAR FOR SENATE,Quarterly,2016,Senate,Principal Committee of Candidate,2015-01-01,2015-03-31,6264.00,,,510.00,1228480.00,,,,,,,,
H6MS01214,C00573535,SAM ADCOCK FOR CONGRESS,Quarterly,2016,House,Principal Committee of Candidate,2015-04-01,2015-04-22,92505.23,,120000.00,55860.00,117263.25,,6000.00,,48200.00,1660.00,,,
,C00094904,LOCAL 500 PAC,Monthly,2016,PAC,Unauthorized,2015-01-01,2015-01-31,666.25,,,2202.62,22096.71,,,,,2202.62,,,
,C00303024,LOCKHEED MARTIN CORPORATION EMPLOYEES' POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,213750.00,,,191169.91,1794507.14,,,,125249.80,65920.11,,,
,C00365098,LOS ANGELES AFRICAN AMERICAN WOMEN POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,2567.01,,,1210.00,4582.24,,,,480.00,480.00,,,
,C00389916,"LOUISIANA RICE POLITICAL ACTION COMMITTEE, INC.",Monthly,2016,PAC,Unauthorized,2015-02-01,2015-02-28,9092.00,,,,13910.35,,,,,,,,
,C00144311,MACY'S INC. RETAIL ISSUES FUND,Monthly,2016,PAC,Unauthorized,2015-01-01,2015-01-31,109.12,,,400.00,10158.00,,,,,400.00,,,
,C00426809,MADISON PAC; THE,Quarterly,2016,PAC,Leadership PAC,2015-01-01,2015-03-31,4470.00,,,35000.00,666954.56,,35000.00,,,,,,
,C00397711,"MAGELLAN MIDSTREAM HOLDINGS GP, LLC POLITICAL ACTION COMMITTEE",Monthly,2016,PAC,Unauthorized,2015-03-01,2015-03-31,2500.00,,,2531.53,24641.43,,,,1883.63,647.90,,,
,C00402909,MAJORITY IN CONGRESS PAC,Monthly,2016,PAC,Leadership PAC,2015-02-01,2015-02-28,25.00,,,,19753.51,,,,,,,,
,C00208322,MANAGEMENT AND TRAINING CORPORATION POLITICAL ACTION COMMITTEE,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,3041.55,,,6613.84,165165.47,,,,1100.00,5513.84,,,
,C00040568,MARATHON OIL COMPANY EMPLOYEES POLITICAL ACTION COMMITTEE (MEPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,10000.00,,,16023.33,69738.59,,,,11631.40,4391.50,,,
,C00496307,MARATHON PETROLEUM CORPORATION EMPLOYEES POLITICAL ACTION COMMITTEE (MPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,24300.00,,,73698.85,165709.25,,,,32502.36,41196.49,,,
,C00502591,MARKETPLACE IDEAS AND CONSERVATIVE KNOWLEDGE PAC-MICK PAC,Monthly,2016,PAC,Leadership PAC,2015-02-01,2015-02-28,,,,,10593.30,,,,,,,,
,C00502591,MARKETPLACE IDEAS AND CONSERVATIVE KNOWLEDGE PAC-MICK PAC,Monthly,2016,PAC,Leadership PAC,2015-04-01,2015-04-30,,,,,14593.30,,,,,,,,
,C00428060,DELEX SYSTEMS INCORPORATED PAC,Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,15.00,,,,7278.00,,,,,,,,
,C00526699,MASTERS OF FOXHOUNDS ASSOCIATION POLITICAL ACTION FUND AKA MFHA PAC,Monthly,2016,PAC,Unauthorized,2015-02-01,2015-02-28,475.00,,,125.00,17012.72,,,,,125.00,,,
,C00343707,MAXIMUS INC POLITICAL ACTION COMMITTEE (MAXPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-02-01,2015-02-28,2600.00,,,1073.54,23565.92,,,,450.00,623.54,,,
,C00305599,"MAYER ELECTRIC SUPPLY COMPANY INC POLITICAL ACTION COMMITTEE, THE (MAYER ELECTRIC PAC)",Quarterly,2016,PAC,Unauthorized,2015-01-01,2015-03-31,,,,579.69,20394.00,,,,,579.00,,,
,C00475426,MEDICAID HEALTH PLANS OF AMERICA POLITICAL ACTION COMMITTEE,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,,,,5000.42,47827.74,,5000.00,,,,,,
,C00040923,METLIFE INC. EMPLOYEES' POLITICAL PARTICIPATION FUND A,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,,,,43736.93,131085.44,,,,32956.69,10780.24,,,
,C00398248,MICRA FEDERAL PAC OF NORCAL MUTUAL INSURANCE COMPANY; THE,Monthly,2016,PAC,Unauthorized,2015-02-01,2015-02-28,,,,,15227.60,,,,,,,,
,C00342907,MIDWEST REGION LABORERS' POLITICAL LEAGUE,Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,-21892.81,,,24534.10,172427.33,,,,11679.29,12853.29,,,
,C00540187,MORE CONSERVATIVES PAC (MCPAC),Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,23444.89,,,18000.00,31054.06,,17500.00,,500.00,,,,
,C00240226,NAT'L GRAIN & FEED ASSOCIATION'S FUND FOR BETTER GOV'T COMMITTEE (GRAIN & FEED PAC),Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,,,,8986.92,51587.43,,,,8205.00,780.00,,,
,C00238725,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,40044.47,,,260545.62,1406465.32,,,,170258.14,90287.48,,,
,C00009985,NATIONAL ASSOCIATION OF BROADCASTERS POLITICAL ACTION COMMITTEE (NABPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,87448.09,,,92699.15,352353.01,,,,89752.74,2942.75,,,
,C00422204,NATIONAL ASSOCIATION OF INDEPENDENT LIFE BROKERAGE AGENCIES PAC (NAILBA PAC),Termination report,2016,PAC,Unauthorized,2015-04-01,2015-04-30,,,,,6324.73,,,,,,,,
H0FL24049,C00463877,SANDY ADAMS FOR CONGRESS,Quarterly,2016,House,Principal Committee of Candidate,2015-01-01,2015-03-31,80020.00,,20000.00,,13956.24,,,,,,,,
,C00408518,NATIONAL ATHLETIC TRAINERS' ASSOCIATION INC POLITICAL ACTION COMMITTEE (NATA,Monthly,2016,PAC,Unauthorized,2015-01-01,2015-01-31,35.81,,,2070.72,178618.96,,,,500.00,1562.20,,,
,C00113811,NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION POLITICAL ACTION COMMITTEE (NECAPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-01-01,2015-01-31,79239.32,,,46268.77,245023.80,,,,39540.02,6728.75,,,
,C00382556,NATIONAL FRATERNAL ORDER OF POLICE PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,,,,50.00,84978.51,,,,,50.00,,,
,C00032797,NATIONAL GOOD GOVERNMENT FUND,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,,,,,107326.32,,,,,,,,
,C00039214,NATIONAL LUMBER AND BUILDING MATERIAL DEALERS ASSOCIATION POLITICAL ACTION COMMITTEE (LUDPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-03-01,2015-03-31,1969.67,,,12595.00,28905.57,,,,9234.00,3111.00,,,
H4NC13058,C00561340,SANYAL FOR CONGRESS,Quarterly,2016,House,Principal Committee of Candidate,2015-01-01,2015-03-31,,,,,,,,,,,,,
,C00409565,NATIONAL OCEAN INDUSTRIES ASSOCIATION (NOIA) POLITICAL ACTIO,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,6052.87,,,78000.00,85521.95,,,,78000.00,,,,
,C00114025,NATIONAL READY MIXED CONCRETE ASSN. PAC (CONCRETEPAC),Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,3656.67,,,29799.00,517374.53,,,,28862.00,937.00,,,
,C00097865,NATSO INC. NATSO PAC,Monthly,2016,PAC,Lobbyist/Registrant PAC,2015-04-01,2015-04-30,7.00,,,0.62,37737.73,,,,,,,,
,C00540054,NEBRASKA SANDHILLS PAC,Monthly,2016,PAC,Unauthorized,2015-04-01,2015-04-30,6135.11,,,14000.00,34789.05,,14000.00,,,,,,
,C00459123,NEW PIONEERS PAC,Monthly,2016,PAC,Leadership PAC,2015-04-01,2015-04-30,37.58,,,29500.00,35252.76,,27500.00,,2000.00,,,,
,C00413716,NEW YORK JOBS PAC,Monthly,2016,PAC,Leadership PAC,2015-03-01,2015-03-31,4577.93,,,5000.00,17498.91,,5000.00,,,,,,
